,id,age,Ethnicity,gender,i,response,reaction_time,accuracy,img_emotion,img_ethnicity,img_gender,img_trigger,res_trigger,acc_trigger
357,ah,40,Danish,Male,./final_images\WF08_SO_sad.jpg,e,361.6705515999347,correct,sad,white,female,30,100,130
358,ah,40,Danish,Male,./final_images\BF06_HC_happy.jpg,i,362.4695917000063,correct,happy,black,female,20,200,220
359,ah,40,Danish,Male,./final_images\WF04_HO_happy.jpg,i,363.40061889984645,correct,happy,white,female,20,200,220
360,ah,40,Danish,Male,./final_images\BF15_SC_sad.jpg,e,364.1785875998903,correct,sad,black,female,30,100,130
361,ah,40,Danish,Male,./final_images\WF04_NO_neutral.jpg,i,365.5395386000164,neutral,neutral,white,female,40,200,140
362,ah,40,Danish,Male,./final_images\BM05_HO_happy.jpg,i,370.28455380001105,correct,happy,black,male,20,200,220
363,ah,40,Danish,Male,./final_images\WF07_HC_happy.jpg,i,371.3365291999653,correct,happy,white,female,20,200,220
364,ah,40,Danish,Male,./final_images\WM08_SO_sad.jpg,e,372.17253949982114,correct,sad,white,male,30,100,130
365,ah,40,Danish,Male,./final_images\AF05_SO_sad.jpg,e,372.99448750005104,correct,sad,black,female,30,100,130
366,ah,40,Danish,Male,./final_images\BF15_NC_neutral.jpg,e,373.84261559997685,neutral,neutral,black,female,40,100,140
367,ah,40,Danish,Male,./final_images\BF03_HC_happy.jpg,i,374.57451149984263,correct,happy,black,female,20,200,220
368,ah,40,Danish,Male,./final_images\BM14_HC_happy.jpg,i,376.3065947999712,correct,happy,black,male,20,200,220
369,ah,40,Danish,Male,./final_images\BM17_HO_happy.jpg,i,376.9805870000273,correct,happy,black,male,20,200,220
370,ah,40,Danish,Male,./final_images\AM08_SO_sad.jpg,e,378.18052149983123,correct,sad,black,male,30,100,130
371,ah,40,Danish,Male,./final_images\BM14_SO_sad.jpg,e,379.1925812999252,correct,sad,black,male,30,100,130
372,ah,40,Danish,Male,./final_images\BF01_NC_neutral.jpg,e,379.9405326000415,neutral,neutral,black,female,40,100,140
373,ah,40,Danish,Male,./final_images\BF05_HC_happy.jpg,i,380.9075869000517,correct,happy,black,female,20,200,220
374,ah,40,Danish,Male,./final_images\WM12_SO_sad.jpg,e,381.67252629995346,correct,sad,white,male,30,100,130
375,ah,40,Danish,Male,./final_images\BM06_SO_sad.jpg,i,382.44854080001824,incorrect,sad,black,male,30,200,50
376,ah,40,Danish,Male,./final_images\WM12_HC_happy.jpg,i,383.46849759994075,correct,happy,white,male,20,200,220
377,ah,40,Danish,Male,./final_images\BM16_SC_sad.jpg,e,384.37851229985245,correct,sad,black,male,30,100,130
378,ah,40,Danish,Male,./final_images\AF07_SC_sad.jpg,e,385.13153319992125,correct,sad,black,female,30,100,130
379,ah,40,Danish,Male,./final_images\BF01_HC_happy.jpg,i,385.90055629983544,correct,happy,black,female,20,200,220
380,ah,40,Danish,Male,./final_images\WM13_HO_happy.jpg,i,386.723574699834,correct,happy,white,male,20,200,220
381,ah,40,Danish,Male,./final_images\BM17_NC_neutral.jpg,i,387.94252429995686,neutral,neutral,black,male,40,200,140
382,ah,40,Danish,Male,./final_images\BM01_HC_happy.jpg,i,388.7294819999952,correct,happy,black,male,20,200,220
383,ah,40,Danish,Male,./final_images\BF01_NO_neutral.jpg,e,389.51156409992836,neutral,neutral,black,female,40,100,140
384,ah,40,Danish,Male,./final_images\BM18_NC_neutral.jpg,e,390.1995136998594,neutral,neutral,black,male,40,100,140
385,ah,40,Danish,Male,./final_images\BF13_HO_happy.jpg,i,390.89850490004756,correct,happy,black,female,20,200,220
386,ah,40,Danish,Male,./final_images\BF20_SC_sad.jpg,i,391.6455159999896,incorrect,sad,black,female,30,200,50
387,ah,40,Danish,Male,./final_images\BF04_HC_happy.jpg,i,392.4785237000324,correct,happy,black,female,20,200,220
388,ah,40,Danish,Male,./final_images\WM11_HC_happy.jpg,i,393.2295162999071,correct,happy,white,male,20,200,220
389,ah,40,Danish,Male,./final_images\BF06_NC_neutral.jpg,i,393.94851919985376,neutral,neutral,black,female,40,200,140
390,ah,40,Danish,Male,./final_images\BM12_NC_neutral.jpg,e,395.3055155000184,neutral,neutral,black,male,40,100,140
391,ah,40,Danish,Male,./final_images\BF03_SO_sad.jpg,e,396.1155532000121,correct,sad,black,female,30,100,130
